Date,Open,High,Low,Close,Volume
2010-02-22,5.868500233,5.948500156,5.809000015,5.900499821,136146000
2010-02-23,5.900499821,5.962500095,5.825500011,5.861999989,141364000
2010-02-24,5.897999763,5.989999771,5.857500076,5.986000061,147798000
2010-02-25,5.908500195,5.916999817,5.792500019,5.909999847,190668000
2010-02-26,5.894000053,5.97149992,5.849999905,5.920000076,114432000
2010-03-01,5.934999943,6.232999802,5.87650013,6.227000237,265930000
2010-03-02,6.250500202,6.367499828,6.239999771,6.276500225,241950000
2010-03-03,6.269999981,6.347000122,6.22149992,6.294499874,128808000
2010-03-04,6.298999786,6.442500114,6.27850008,6.426499844,150194000
2010-03-05,6.456500053,6.472499847,6.353499889,6.445499897,135386000
2010-03-08,6.414999962,6.542500019,6.385499954,6.50549984,112118000
2010-03-09,6.479499817,6.540500164,6.398499966,6.440999985,121416000
2010-03-10,6.455500126,6.558499813,6.423999786,6.525499821,112514000
2010-03-11,6.522500038,6.681000233,6.518000126,6.678999901,144816000
2010-03-12,6.710000038,6.710000038,6.559000015,6.59100008,123016000
2010-03-15,6.585000038,6.599999905,6.431499958,6.556499958,126584000
2010-03-16,6.561999798,6.614500046,6.525000095,6.58949995,82650000
2010-03-17,6.620500088,6.634500027,6.56099987,6.566999912,87176000
2010-03-18,6.551000118,6.642499924,6.521999836,6.638000011,100426000
2010-03-19,6.685500145,6.685500145,6.482999802,6.517499924,178100000
2010-03-22,6.510000229,6.547999859,6.43200016,6.523499966,107668000
2010-03-23,6.544499874,6.546999931,6.40350008,6.462999821,84262000
2010-03-24,6.43200016,6.46999979,6.360000134,6.40199995,93928000
2010-03-25,6.456999779,6.845499992,6.40199995,6.736499786,324192000
2010-03-26,6.744999886,6.849500179,6.688000202,6.752999783,131314000
2010-03-29,6.768499851,6.831500053,6.716499805,6.756000042,92538000
2010-03-30,6.787000179,6.909500122,6.768000126,6.828999996,123854000
2010-03-31,6.800000191,6.840000153,6.723999977,6.788499832,92012000
2010-04-01,6.789999962,6.825500011,6.559000015,6.590499878,175716000
2010-04-05,6.642499924,6.686999798,6.539000034,6.574500084,116330000
2010-04-06,6.561500072,6.800000191,6.559000015,6.777999878,159006000
2010-04-07,6.797999859,6.803999901,6.69299984,6.743500233,118908000
2010-04-08,6.735499859,7.0625,6.735499859,7.047999859,253782000
2010-04-09,7.035999775,7.066500187,6.953499794,7.002999783,120222000
2010-04-12,7.0,7.145500183,6.984000206,7.059999943,108906000
2010-04-13,7.061500072,7.098999977,6.955999851,7.007999897,95710000
2010-04-14,7.017000198,7.224999905,6.960000038,7.214000225,158006000
2010-04-15,7.227499962,7.354499817,7.199999809,7.290999889,156592000
2010-04-16,7.243999958,7.358500004,7.072500229,7.108500004,167936000
2010-04-19,7.117499828,7.183499813,6.956500053,7.121500015,120440000
2010-04-20,7.191500187,7.231999874,7.105000019,7.210000038,86234000
2010-04-21,7.258500099,7.449999809,7.176000118,7.321499825,147488000
2010-04-22,7.350500107,7.554500103,7.294000149,7.504499912,303316000
2010-04-23,7.269000053,7.454500198,7.120999813,7.181499958,379504000
2010-04-26,7.159999847,7.386499882,7.144999981,7.355500221,186366000
2010-04-27,7.277500153,7.322000027,7.055500031,7.100999832,172780000
2010-04-28,7.129499912,7.137499809,6.934500217,6.96750021,184706000
2010-04-29,7.004499912,7.122499943,6.989500046,7.086500168,126284000
2010-04-30,7.070000172,7.070000172,6.845499992,6.855000019,122270000
2010-05-03,6.860000134,6.972000122,6.805500031,6.874499798,113092000
2010-05-04,6.781000137,6.790500164,6.419000149,6.491499901,253356000
2010-05-05,6.400000095,6.580500126,6.377500057,6.546500206,189162000
2010-05-06,6.5,6.616499901,6.03000021,6.435500145,203780000
2010-05-07,6.398499966,6.559000015,6.188000202,6.249000072,238552000
2010-05-10,6.486499786,6.610499859,6.462999821,6.564499855,136122000
2010-05-11,6.497499943,6.653999805,6.423500061,6.522999763,120882000
2010-05-12,6.570499897,6.706500053,6.484000206,6.693500042,118090000
2010-05-13,6.696499825,6.849500179,6.550000191,6.573500156,118804000
2010-05-14,6.518000126,6.550000191,6.337999821,6.426499844,105556000
2010-05-17,6.412000179,6.497499943,6.289999962,6.445499897,112844000
2010-05-18,6.506999969,6.5625,6.275499821,6.31400013,105138000
2010-05-19,6.275499821,6.396500111,6.190000057,6.229499817,129266000
2010-05-20,6.131999969,6.25,5.93900013,5.985499859,171888000
2010-05-21,5.894999981,6.24849987,5.875999928,6.136000156,159338000
2010-05-24,6.128499985,6.224999905,6.03249979,6.105999947,90718000
2010-05-25,5.927000046,6.259500027,5.925000191,6.243000031,138268000
2010-05-26,6.252500057,6.289500237,6.114999771,6.16050005,139292000
2010-05-27,6.249000072,6.34250021,6.03000021,6.335000038,94954000
2010-05-28,6.303500175,6.380000114,6.200500011,6.272999763,79096000
2010-06-01,6.24849987,6.328499794,6.151000023,6.162000179,73190000
2010-06-02,6.201000214,6.321499825,6.082499981,6.315499783,95294000
2010-06-03,6.3125,6.457499981,6.242499828,6.438000202,105538000
2010-06-04,6.316500187,6.409999847,6.109000206,6.138500214,109954000
2010-06-07,6.291999817,6.330500126,6.083499908,6.100500107,131328000
2010-06-08,6.099999905,6.099999905,5.789999962,5.941999912,229688000
2010-06-09,6.015500069,6.073500156,5.868000031,5.895500183,147384000
2010-06-10,6.0,6.175000191,5.960000038,6.16050005,121236000
2010-06-11,6.069499969,6.176499844,6.014500141,6.151500225,84092000
2010-06-14,6.211999893,6.284999847,6.175000191,6.191500187,78460000
2010-06-15,6.159999847,6.346000195,6.125,6.342000008,90820000
2010-06-16,6.269499779,6.399000168,6.268000126,6.34499979,79286000
2010-06-17,6.336999893,6.389999866,6.234499931,6.294499874,69580000
2010-06-18,6.323999882,6.374000072,6.253499985,6.291500092,76720000
2010-06-21,6.33949995,6.374000072,6.070499897,6.127500057,106554000
2010-06-22,6.132500172,6.261499882,6.077499866,6.115499973,124144000
2010-06-23,6.105500221,6.160999775,6.001999855,6.072500229,109102000
2010-06-24,6.030499935,6.042500019,5.840000153,5.916500092,155422000
2010-06-25,5.907000065,6.087999821,5.881499767,6.050000191,115394000
2010-06-28,5.942500114,6.001999855,5.855000019,5.889999866,112244000
2010-06-29,5.813000202,5.823999882,5.300499916,5.430500031,257326000
2010-06-30,5.428999901,5.633999825,5.405499935,5.462999821,194814000
2010-07-01,5.445000172,5.584499836,5.335000038,5.547999859,170596000
2010-07-02,5.546000004,5.564499855,5.427999973,5.456999779,89542000
2010-07-06,5.53249979,5.62650013,5.449999809,5.502999783,104386000
2010-07-07,5.492000103,5.681499958,5.490499973,5.671500206,98820000
2010-07-08,5.750999928,5.874000072,5.703499794,5.81099987,135500000
2010-07-09,5.827499866,5.869999886,5.732500076,5.862999916,81302000
2010-07-12,5.890500069,5.985000134,5.866000175,5.975500107,95672000
2010-07-13,6.034500122,6.243999958,6.014999866,6.182499886,141822000
2010-07-14,6.151500225,6.1875,6.073500156,6.164999962,105140000
2010-07-15,6.006499767,6.124000072,5.962999821,6.103000164,120954000
2010-07-16,6.06400013,6.096000195,5.900499821,5.924499989,124558000
2010-07-19,5.919000149,6.037000179,5.849999905,5.997000217,100618000
2010-07-20,6.030499935,6.03550005,5.875500202,6.005000114,135700000
2010-07-21,6.031000137,6.0625,5.862999916,5.871500015,100234000
2010-07-22,5.935500145,6.043499947,5.901000023,6.003499985,300068000
2010-07-23,5.296500206,5.964000225,5.289999962,5.943500042,848422000
2010-07-26,5.913000107,5.929999828,5.743999958,5.920000076,222756000
2010-07-27,5.921500206,5.925000191,5.753499985,5.856500149,155922000
2010-07-28,5.849999905,5.909999847,5.820000172,5.856500149,109446000
2010-07-29,5.899499893,5.943500042,5.776000023,5.842999935,123516000
2010-07-30,5.776500225,5.936999798,5.725500107,5.894499779,141550000
2010-08-02,5.957499981,6.019000053,5.878499985,6.003499985,108874000
2010-08-03,6.0,6.143499851,5.984000206,6.120999813,119076000
2010-08-04,6.152999878,6.423500061,6.150000095,6.379000187,185416000
2010-08-05,6.338500023,6.400000095,6.290999889,6.391499996,85646000
2010-08-06,6.335999966,6.420000076,6.295000076,6.415999889,101304000
2010-08-09,6.422999859,6.496500015,6.392499924,6.441500187,101716000
2010-08-10,6.397500038,6.5,6.368999958,6.5,114138000
2010-08-11,6.40500021,6.406000137,6.260000229,6.294499874,110834000
2010-08-12,6.188000202,6.349999905,6.177499771,6.328000069,87358000
2010-08-13,6.302999973,6.374000072,6.212999821,6.234499931,79532000
2010-08-16,6.180500031,6.368500233,6.15199995,6.303500175,80494000
2010-08-17,6.367000103,6.499000072,6.33949995,6.44299984,100894000
2010-08-18,6.462500095,6.540500164,6.413000107,6.482500076,158030000
2010-08-19,6.460999966,6.500999928,6.34100008,6.378499985,111650000
2010-08-20,6.360000134,6.40199995,6.301000118,6.388000011,83402000
2010-08-23,6.393000126,6.460999966,6.324999809,6.329999924,77226000
2010-08-24,6.270500183,6.271999836,6.15899992,6.226500034,107394000
2010-08-25,6.192500114,6.368500233,6.191500187,6.34250021,106890000
2010-08-26,6.357500076,6.379499912,6.241000175,6.243000031,93890000
2010-08-27,6.272999763,6.331999779,6.112500191,6.331999779,101600000
2010-08-30,6.301499844,6.347499847,6.184500217,6.189499855,68520000
2010-08-31,6.142499924,6.295000076,6.125,6.241499901,84512000
2010-09-01,6.31799984,6.630000114,6.308499813,6.624499798,142766000
2010-09-02,6.608500004,6.760499954,6.602499962,6.760499954,108148000
2010-09-03,6.844500065,6.974999905,6.831500053,6.939499855,131624000
2010-09-07,6.877999783,6.929999828,6.844500065,6.861000061,77660000
2010-09-08,6.896500111,6.985000134,6.822500229,6.956999779,116570000
2010-09-09,7.019499779,7.068500042,6.962999821,7.019000053,99160000
2010-09-10,7.037499905,7.130000114,7.001999855,7.122000217,100872000
2010-09-13,7.203499794,7.287000179,7.188000202,7.253499985,101548000
2010-09-14,7.224999905,7.335000038,7.191500187,7.287499905,86388000
2010-09-15,7.243999958,7.281000137,7.177999973,7.272500038,98072000
2010-09-16,7.269999981,7.411499977,7.257999897,7.406499863,116540000
2010-09-17,7.445000172,7.448999882,7.324999809,7.415999889,145192000
2010-09-20,7.434999943,7.597499847,7.367499828,7.565000057,128988000
2010-09-21,7.538000107,7.665500164,7.480000019,7.536499977,150840000
2010-09-22,7.492000103,7.635000229,7.454999924,7.591499805,132248000
2010-09-23,7.559999943,7.796000004,7.548500061,7.642499924,141312000
2010-09-24,7.771500111,8.044500351,7.770999908,8.036499977,211812000
2010-09-27,8.01099968,8.06000042,7.894000053,7.968500137,128926000
2010-09-28,7.992000103,8.043999672,7.74450016,7.985000134,169884000
2010-09-29,7.951499939,8.088999748,7.887499809,7.949500084,145750000
2010-09-30,8.000499725,8.046500206,7.78000021,7.853000164,152120000
2010-10-01,7.854000092,7.872000217,7.610000134,7.685500145,173668000
2010-10-04,7.697500229,7.797999859,7.639500141,7.769499779,106930000
2010-10-05,7.854000092,8.060500145,7.850500107,8.043499947,112400000
2010-10-06,8.029999733,8.034000397,7.730000019,7.769999981,121216000
2010-10-07,7.825500011,7.869999886,7.669499874,7.813499928,92440000
2010-10-08,7.758999825,7.81400013,7.638999939,7.777500153,138368000
2010-10-11,7.74450016,7.831500053,7.617000103,7.651500225,89728000
2010-10-12,7.625500202,7.847499847,7.570000172,7.823999882,105616000
2010-10-13,7.834499836,7.83949995,7.692500114,7.758500099,112656000
2010-10-14,7.757999897,7.847499847,7.711500168,7.776500225,80482000
2010-10-15,7.921000004,8.244000435,7.837500095,8.232000351,202710000
2010-10-18,8.25,8.25949955,8.090999603,8.17800045,126626000
2010-10-19,8.034000397,8.140000343,7.849999905,7.933499813,150500000
2010-10-20,7.93900013,7.993500233,7.828499794,7.933499813,115808000
2010-10-21,8.133500099,8.306500435,8.064499855,8.24849987,269650000
2010-10-22,8.12250042,8.508500099,8.113499641,8.456500053,326368000
2010-10-25,8.578499794,8.599499702,8.416000366,8.449999809,130618000
2010-10-26,8.378499985,8.550000191,8.375,8.49750042,93792000
2010-10-27,8.445500374,8.487500191,8.326999664,8.375499725,114436000
2010-10-28,8.415499687,8.424500465,8.25249958,8.342000008,93688000
2010-10-29,8.289999962,8.425000191,8.24050045,8.261500359,99970000
2010-11-01,8.222499847,8.229000092,8.076000214,8.12899971,104798000
2010-11-02,8.1875,8.296999931,8.168000221,8.230500221,85200000
2010-11-03,8.270000458,8.430500031,8.114500046,8.423500061,122242000
2010-11-04,8.493000031,8.62650013,8.420000076,8.446499825,147918000
2010-11-05,8.467499733,8.582500458,8.429499626,8.538499832,104244000
2010-11-08,8.541999817,8.659999847,8.43900013,8.599499702,114120000
2010-11-09,8.633500099,8.656999588,8.453000069,8.513500214,79572000
2010-11-10,8.529500008,8.668499947,8.470499992,8.666500092,108806000
2010-11-11,8.550000191,8.602499962,8.470999718,8.518500328,113834000
2010-11-12,8.505999565,8.562999725,8.25249958,8.284000397,143212000
2010-11-15,8.258000374,8.267499924,7.927999973,7.945000172,192972000
2010-11-16,7.936999798,8.045499802,7.838500023,7.888999939,131428000
2010-11-17,7.892000198,8.042499542,7.877500057,7.917500019,90498000
2010-11-18,8.036999702,8.25,8.036999702,8.208499908,124506000
2010-11-19,8.197500229,8.249500275,8.142000198,8.241000175,89296000
2010-11-22,8.255000114,8.529999733,8.25,8.519499779,122850000
2010-11-23,8.430500031,8.440500259,8.230999947,8.409999847,129306000
2010-11-24,8.576499939,8.894499779,8.576499939,8.862500191,200850000
2010-11-26,8.868000031,8.918999672,8.807999611,8.859999657,85432000
2010-11-29,8.999500275,9.092000008,8.878499985,8.974499702,193900000
2010-11-30,8.847499847,8.885000229,8.744999886,8.770000458,135244000
2010-12-01,8.958000183,8.965999603,8.800000191,8.827500343,115402000
2010-12-02,8.843000412,8.87250042,8.696000099,8.826499939,110752000
2010-12-03,8.774999619,8.819999695,8.702500343,8.784000397,98150000
2010-12-06,8.776000023,8.921500206,8.729999542,8.902500153,113084000
2010-12-07,9.024999619,9.07349968,8.828499794,8.838500023,101542000
2010-12-08,8.874500275,8.907999992,8.760000229,8.814499855,74538000
2010-12-09,8.888500214,8.905500412,8.68999958,8.742500305,91110000
2010-12-10,8.744000435,8.797499657,8.668000221,8.781000137,71310000
2010-12-13,8.81649971,8.897000313,8.686499596,8.712499619,84050000
2010-12-14,8.713999748,8.788000107,8.654500008,8.69699955,73706000
2010-12-15,8.68599987,8.949999809,8.679499626,8.778499603,116210000
2010-12-16,8.779000282,8.914999962,8.751999855,8.902000427,82430000
2010-12-17,8.920499802,8.9375,8.850999832,8.87899971,90146000
2010-12-20,8.963500023,9.199000359,8.902000427,9.164500237,174706000
2010-12-21,9.194000244,9.282500267,9.130000114,9.237500191,102220000
2010-12-22,9.25,9.272500038,9.205499649,9.237999916,51562000
2010-12-23,9.217000008,9.248999596,9.094499588,9.129500389,67164000
2010-12-27,9.095000267,9.156999588,9.022500038,9.107000351,44988000
2010-12-28,9.104999542,9.138500214,9.052499771,9.054499626,39500000
2010-12-29,9.090000153,9.217499733,9.020500183,9.168499947,62402000
2010-12-30,9.196000099,9.227499962,9.137499809,9.137499809,39224000
2010-12-31,9.097999573,9.114999771,8.975500107,9.0,69038000
2011-01-03,9.068499565,9.300000191,9.060500145,9.211000443,106628000
2011-01-04,9.307499886,9.385000229,9.18900013,9.250499725,100636000
2011-01-05,9.204999924,9.37250042,9.203499794,9.37100029,68376000
2011-01-06,9.324999809,9.370499611,9.262499809,9.293000221,63594000
2011-01-07,9.394000053,9.422499657,9.187000275,9.274499893,104434000
2011-01-10,9.251999855,9.264499664,9.125499725,9.234000206,67518000
2011-01-11,9.270999908,9.300000191,9.160499573,9.217000008,56284000
2011-01-12,9.267999649,9.269000053,9.164999962,9.204000473,53582000
2011-01-13,9.180000305,9.322500229,9.175499916,9.276499748,67340000
2011-01-14,9.274999619,9.44699955,9.24600029,9.4375,73256000
2011-01-18,9.432999611,9.579999924,9.412500381,9.5625,77924000
2011-01-19,9.545000076,9.550000191,9.310500145,9.343500137,77648000
2011-01-20,9.264499664,9.342499733,9.050000191,9.097999573,114198000
2011-01-21,9.149999619,9.162500381,8.842000008,8.87100029,136124000
2011-01-24,8.897500038,8.924500465,8.707500458,8.842499733,112006000
2011-01-25,8.774999619,8.837499619,8.713999748,8.835000038,93020000
2011-01-26,8.875499725,8.894499779,8.731499672,8.769499779,75244000
2011-01-27,8.873999596,9.25,8.86550045,9.222499847,291888000
2011-01-28,8.572500229,8.685500145,8.345000267,8.55700016,398164000
2011-01-31,8.508000374,8.57199955,8.370499611,8.482000351,134362000
2011-02-01,8.526000023,8.654999733,8.475500107,8.605500221,101718000
2011-02-02,8.571000099,8.760000229,8.543499947,8.67650032,90950000
2011-02-03,8.675000191,8.733499527,8.597499847,8.685500145,73578000
2011-02-04,8.699999809,8.859499931,8.6875,8.796500206,86956000
2011-02-07,8.807499886,8.87749958,8.738499641,8.821499825,105094000
2011-02-08,8.833000183,9.155500412,8.829500198,9.152999878,155898000
2011-02-09,9.157500267,9.32349968,9.112999916,9.265000343,166254000
2011-02-10,9.219499588,9.362000465,9.180000305,9.310500145,106628000
2011-02-11,9.277999878,9.475000381,9.268500328,9.462499619,89758000
2011-02-14,9.462499619,9.569999695,9.417499542,9.520999908,81226000
2011-02-15,9.436499596,9.524499893,9.412500381,9.451499939,77818000
2011-02-16,9.488499641,9.5,9.317500114,9.331000328,92564000
2011-02-17,9.288499832,9.454500198,9.265500069,9.387999535,68510000
2011-02-18,9.376999855,9.425000191,9.256500244,9.324999809,83572000
2011-02-22,9.184000015,9.236000061,8.965999603,9.020999908,112742000
2011-02-23,9.012499809,9.057499886,8.719499588,8.833999634,109640000
2011-02-24,8.843000412,8.987500191,8.727999687,8.887499809,93130000
2011-02-25,8.947500229,9.037500381,8.854999542,8.862000465,83828000
2011-02-28,8.695500374,8.794500351,8.607500076,8.664500237,135664000
2011-03-01,8.67650032,8.697999954,8.43350029,8.472000122,116942000
2011-03-02,8.454500198,8.664999962,8.417499542,8.600999832,103714000
2011-03-03,8.685500145,8.722999573,8.602499962,8.639499664,82764000
2011-03-04,8.630999565,8.637499809,8.475500107,8.583499908,98486000
2011-03-07,8.595999718,8.604499817,8.312000275,8.454000473,118658000
2011-03-08,8.469499588,8.485500336,8.336000443,8.344499588,84380000
2011-03-09,8.333499908,8.487500191,8.194999695,8.452500343,142178000
2011-03-10,8.353500366,8.423500061,8.241000175,8.30700016,119968000
2011-03-11,8.274999619,8.460000038,8.206000328,8.403499603,92198000
2011-03-14,8.329999924,8.404000282,8.228500366,8.336500168,80440000
2011-03-15,8.069499969,8.343999863,8.038000107,8.25399971,98690000
2011-03-16,8.234999657,8.406999588,8.143500328,8.234999657,104162000
2011-03-17,8.295499802,8.31499958,8.038999557,8.048500061,129428000
2011-03-18,8.059499741,8.177000046,8.029500008,8.090999603,148854000
2011-03-21,8.168499947,8.289500237,8.086000443,8.225999832,81102000
2011-03-22,8.203499794,8.222000122,8.112500191,8.130000114,72228000
2011-03-23,8.114999771,8.312999725,8.041000366,8.265999794,94426000
2011-03-24,8.410499573,8.600000381,8.368000031,8.555000305,125664000
2011-03-25,8.581999779,8.674500465,8.515000343,8.548999786,85876000
2011-03-28,8.590000153,8.625,8.462499619,8.467499733,68016000
2011-03-29,8.536499977,8.741999626,8.503499985,8.730999947,97692000
2011-03-30,8.888999939,9.057999611,8.883000374,8.970999718,137186000
2011-03-31,8.965499878,9.078499794,8.925000191,9.006500244,96530000
2011-04-01,9.079000473,9.162500381,8.929499626,9.006500244,113682000
2011-04-04,9.044500351,9.180500031,9.034500122,9.147000313,83728000
2011-04-05,9.104999542,9.31799984,9.090000153,9.264499664,111384000
2011-04-06,9.307499886,9.413499832,9.055999756,9.137999535,108614000
2011-04-07,9.138999939,9.258500099,9.088000298,9.245499611,91280000
2011-04-08,9.262999535,9.31099987,9.138999939,9.235500336,74528000
2011-04-11,9.243000031,9.324500084,9.092499733,9.201999664,65942000
2011-04-12,9.152999878,9.229499817,8.970999718,9.024000168,106690000
2011-04-13,9.041500092,9.144000053,8.989999771,9.114500046,84326000
2011-04-14,9.069499969,9.104000092,8.968000412,9.090999603,71764000
2011-04-15,9.050000191,9.088999748,8.951000214,9.000499725,85448000
2011-04-18,8.918999672,8.945500374,8.768500328,8.916999817,92330000
2011-04-19,8.917499542,8.973500252,8.829999924,8.940999985,52920000
2011-04-20,9.081000328,9.25,9.079500198,9.193499565,81350000
2011-04-21,9.227999687,9.298500061,9.152500153,9.294500351,66962000
2011-04-25,9.282500267,9.317500114,9.188500404,9.270999908,68762000
2011-04-26,9.313500404,9.321000099,9.036999702,9.114999771,224000000
2011-04-27,9.159999847,9.890000343,9.137499809,9.831500053,472460000
2011-04-28,9.798000336,9.839500427,9.613499641,9.753499985,146000000
2011-04-29,9.718999863,9.829500198,9.68900013,9.790499687,132818000
2011-05-02,9.828499794,10.17099953,9.809000015,10.05949974,187962000
2011-05-03,10.05000019,10.12950039,9.834500313,9.922499657,122000000
2011-05-04,9.912500381,10.09300041,9.768500328,9.99849987,131000000
2011-05-05,9.932999611,10.05000019,9.805999756,9.855500221,92000000
2011-05-06,9.954999924,9.977999687,9.828000069,9.880000114,80278000
2011-05-09,9.916999817,10.11800003,9.838999748,10.03999996,116508000
2011-05-10,10.09700012,10.26449966,10.07800007,10.19699955,117718000
2011-05-11,10.15600014,10.27499962,10.11250019,10.21899986,96180000
2011-05-12,10.21100044,10.30949974,10.03100014,10.30350018,96000000
2011-05-13,10.28499985,10.31949997,10.11800003,10.12800026,82474000
2011-05-16,10.02700043,10.04500008,9.568499565,9.625499725,187728000
2011-05-17,9.590999603,9.798999786,9.588000298,9.74050045,141466000
2011-05-18,9.706500053,9.913999557,9.662500381,9.854499817,99116000
2011-05-19,9.916500092,9.99750042,9.87749958,9.93999958,74024000
2011-05-20,9.897500038,9.989999771,9.862000465,9.932499886,67620000
2011-05-23,9.777999878,9.864500046,9.600999832,9.81099987,84000000
2011-05-24,9.850000381,9.850000381,9.649999619,9.663499832,59454000
2011-05-25,9.678500175,9.717499733,9.55700016,9.612999916,93226000
2011-05-26,9.562000275,9.822500229,9.543999672,9.75,81504000
2011-05-27,9.737999916,9.805999756,9.675000191,9.706500053,47052000
2011-05-31,9.796999931,9.921999931,9.75150013,9.834500313,68180000
2011-06-01,9.80300045,9.862999916,9.602499962,9.619999886,68904000
2011-06-02,9.61400032,9.722000122,9.527999878,9.682499886,60898000
2011-06-03,9.561499596,9.660499573,9.380999565,9.416000366,99490000
2011-06-06,9.400500298,9.492500305,9.258999825,9.284500122,74320000
2011-06-07,9.286000252,9.531499863,9.276000023,9.37749958,97330000
2011-06-08,9.37250042,9.49050045,9.315999985,9.402500153,74332000
2011-06-09,9.487000465,9.588000298,9.285499573,9.484000206,83746000
2011-06-10,9.462499619,9.538499832,9.31400013,9.326499939,75208000
2011-06-13,9.340499878,9.465499878,9.243000031,9.314499855,77378000
2011-06-14,9.449500084,9.536000252,9.353500366,9.498000145,79206000
2011-06-15,9.402000427,9.62250042,9.265000343,9.298999786,126354000
2011-06-16,9.286999702,9.350000381,9.079500198,9.182499886,120642000
2011-06-17,9.325499535,9.36950016,9.232000351,9.318499565,126444000
2011-06-20,9.298000336,9.442500114,9.278499603,9.38599968,56634000
2011-06-21,9.414999962,9.75,9.355999947,9.711500168,83652000
2011-06-22,9.697999954,9.760000229,9.565999985,9.581500053,62594000
2011-06-23,9.475000381,9.722999573,9.414999962,9.708000183,92192000
2011-06-24,9.694000244,9.74600029,9.567500114,9.62749958,72290000
2011-06-27,9.725000381,10.12899971,9.701499939,10.0625,122014000
2011-06-28,10.09599972,10.14400005,10.02999973,10.11750031,76506000
2011-06-29,10.1335001,10.3125,10.05150032,10.20899963,92178000
2011-06-30,10.03899956,10.26000023,10.02499962,10.2244997,88962000
2011-07-01,10.27750015,10.51350021,10.18050003,10.4744997,80174000
2011-07-05,10.43799973,10.72249985,10.4364996,10.65950012,71704000
2011-07-06,10.60599995,10.72000027,10.55049992,10.70950031,52152000
2011-07-07,10.75450039,10.89000034,10.75450039,10.83699989,62898000
2011-07-08,10.71500015,10.91600037,10.66250038,10.91399956,74158000
2011-07-11,10.83699989,10.875,10.55000019,10.62749958,80674000
2011-07-12,10.73200035,10.78250027,10.55599976,10.5614996,79714000
2011-07-13,10.73499966,10.84150028,10.60700035,10.67500019,84598000
2011-07-14,10.6789999,10.7954998,10.46899986,10.51900005,78050000
2011-07-15,10.65400028,10.72649956,10.46450043,10.64350033,81452000
2011-07-18,10.62650013,10.66950035,10.41450024,10.57649994,57962000
2011-07-19,10.6885004,10.92000008,10.6885004,10.90299988,88744000
2011-07-20,11.00249958,11.01000023,10.72049999,10.77750015,67458000
2011-07-21,10.83699989,10.85449982,10.55350018,10.66049957,90906000
2011-07-22,10.69299984,10.89750004,10.55550003,10.82600021,71834000
2011-07-25,10.77449989,10.8039999,10.64999962,10.67450047,66856000
2011-07-26,10.74950027,10.77999973,10.51749992,10.70899963,197272000
2011-07-27,11.21949959,11.35999966,10.98099995,11.1260004,259112000
2011-07-28,11.16349983,11.29749966,11.01150036,11.19499969,107098000
2011-07-29,11.06449986,11.28750038,10.97550011,11.1260004,103354000
2011-08-01,11.25,11.37250042,10.88300037,11.06599998,115786000
2011-08-02,11.01599979,11.12150002,10.56499958,10.58500004,131734000
2011-08-03,10.64850044,10.7414999,10.27700043,10.49800014,163942000
